folio,upm,estrato,hs04_0060,hs04_0061,hs04_0061_cod,hs04_0062,hs04_0062_cod,hs04_0063,hs04_0064,hs04_0064_cod,hs04_0065,hs04_0065_cod,hs04_0066,hs04_0067,hs04_0067_cod,hs04_0068,hs04_0069,hs04_0070,hs04_0070_cod,hs04_0071,hs04_0072,hs04_0073,hs04_0074,hs04_0075,hs04_0076,hs04_0076_cod,hs04_0077,hs04_0078,hs04_0079,hs04_0080_1_cod,hs04_0080_2_cod,hs04_0080_3_cod,hs04_0080_4_cod,hs04_0080_5_cod,hs04_0080_6_cod,hs04_0080_X_cod,hs04_0081_01,hs04_0081_02,hs04_0081_03,hs04_0081_04,hs04_0081_05,hs04_0081_06,hs04_0081_07,hs04_0081_08,hs04_0081_09,hs04_0081_10,hs04_0081_11,hs04_0081_12,hs04_0081_13,hs04_0081_14,hs04_0081_15,hs04_0081_16,hs04_0081_17,hs04_0081_X_cod,hs04_0082,hs04_0083,hs04_0083_cod,hs04_0084,hs04_0085_01,hs04_0085_02,hs04_0085_03,hs04_0085_04,hs04_0086,hs04_0087,hs05_0088,hs05_0089,ponderadorhviv,area,region,departamento,qriqueza,cviv
712-002320-A-0151,712-002320-A,712,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,4.0,3.0,1. CON PERROS,1.  CON GATOS,,,,,,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,16:33,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.614615488522936,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
712-002320-A-0181,712-002320-A,712,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,1. CON PERROS,,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,16:39,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.614615488522936,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
712-002320-A-0211,712-002320-A,712,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,4.0,3.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,16:27,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.614615488522936,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
712-002320-A-0241,712-002320-A,712,1. CASA,1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,2. NO,1.0,1.0,,,,,,1.  NO TIENE ANIMALES,,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,19:28,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.614615488522936,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
711-000385-A-0221,711-000385-A,711,1. CASA,1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,4.0,2.0,1. CON PERROS,,,,,,,1. SI,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,15:46,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.340881046870871,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
711-000385-A-0281,711-000385-A,711,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,4.0,2.0,1. CON PERROS,1.  CON GATOS,,,,,,2. NO,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,19:56,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.340881046870871,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
711-000385-A-0241,711-000385-A,711,1. CASA,1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,1. CON PERROS,1.  CON GATOS,,,,,,2. NO,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,17:51,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.340881046870871,1. Urbana,3. Llanos,7. Santa Cruz,2. SEGUNDO QUINTIL,1. CALIDAD ALTA
711-000385-A-0261,711-000385-A,711,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,8. LADRILLO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,2. NO,3.0,2.0,,,,,,1.  NO TIENE ANIMALES,,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,10:47,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.340881046870871,1. Urbana,3. Llanos,7. Santa Cruz,2. SEGUNDO QUINTIL,1. CALIDAD ALTA
712-002485-A-0011,712-002485-A,712,1. CASA,3.PROPIA LA ESTAN PAGANDO,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,5.0,4.0,1. CON PERROS,,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,13:52,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.8164572320297646,1. Urbana,3. Llanos,7. Santa Cruz,4. CUARTO QUINTIL,1. CALIDAD ALTA
712-002485-A-0031,712-002485-A,712,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,4.0,2.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,19:20,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.8164572320297646,1. Urbana,3. Llanos,7. Santa Cruz,4. CUARTO QUINTIL,1. CALIDAD ALTA
712-002485-A-0051,712-002485-A,712,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,4.0,3.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,1. SI,2. NO,1. SI,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,08:56,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.8164572320297646,1. Urbana,3. Llanos,7. Santa Cruz,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
712-002485-A-0071,712-002485-A,712,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,5.0,3.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,16:22,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.8164572320297646,1. Urbana,3. Llanos,7. Santa Cruz,4. CUARTO QUINTIL,1. CALIDAD ALTA
711-000403-A-0031,711-000403-A,711,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,3.0,2.0,1. CON PERROS,,,,,,,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,1. SI,2. NO,1. SI,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,17:24,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.0824476923939113,1. Urbana,3. Llanos,7. Santa Cruz,4. CUARTO QUINTIL,1. CALIDAD ALTA
711-000403-A-0131,711-000403-A,711,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,16:02,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.0824476923939113,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
711-000403-A-0061,711-000403-A,711,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,2. NO,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,14:21,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.0824476923939113,1. Urbana,3. Llanos,7. Santa Cruz,2. SEGUNDO QUINTIL,1. CALIDAD ALTA
711-000403-A-0101,711-000403-A,711,1. CASA,3.PROPIA LA ESTAN PAGANDO,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,15:40,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.0824476923939113,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
714-011400-A-0121,714-011400-A,714,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,3.0,2.0,1. CON PERROS,1.  CON GATOS,,,,,,2. NO,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,10:00,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.2909503017125983,1. Urbana,3. Llanos,7. Santa Cruz,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
714-011400-A-0071,714-011400-A,714,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,3.0,1.0,,1.  CON GATOS,,,,,,2. NO,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,18:35,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.2909503017125983,1. Urbana,3. Llanos,7. Santa Cruz,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
714-011400-A-0111,714-011400-A,714,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,3.0,1.0,1. CON PERROS,1.  CON GATOS,,,,,,2. NO,1. SI,2. NO,1. SI,2. NO,1. SI,2. NO,2. NO,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,10:10,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.2909503017125983,1. Urbana,3. Llanos,7. Santa Cruz,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
714-011400-A-0091,714-011400-A,714,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,18:19,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.2909503017125983,1. Urbana,3. Llanos,7. Santa Cruz,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
714-011595-A-0081,714-011595-A,714,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,8. LADRILLO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,3.0,1.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,18:32,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.2700321255274407,1. Urbana,3. Llanos,7. Santa Cruz,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
714-011595-A-0071,714-011595-A,714,1. CASA,4. ANTICRETICO,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,,,,,,1.  NO TIENE ANIMALES,,2. NO,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,18:54,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.2700321255274407,1. Urbana,3. Llanos,7. Santa Cruz,4. CUARTO QUINTIL,1. CALIDAD ALTA
